"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","date","time"
"555",555,"Imagine if you could get bevs on the megabus, instant money maker for them",FALSE,3,NA,"2016-04-24 20:39:00",FALSE,NA,724337056328110080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LiammHassonn",0,FALSE,FALSE,NA,NA,"04/24/16","20:39"
"556",556,"@megabus ride from hell , and no working wifi.",FALSE,0,"megabus","2016-04-24 20:36:00",FALSE,NA,724336260161129984,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viviabbott",0,FALSE,FALSE,NA,NA,"04/24/16","20:36"
"557",557,"@_Drayuhh you have the worst megabus stories I swearrrr",FALSE,0,"_Drayuhh","2016-04-24 20:36:00",FALSE,7.24e+17,724336146256268928,228551414,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexvvelazquez",0,FALSE,FALSE,NA,NA,"04/24/16","20:36"
"558",558,"RT @Igofboston: Good Morning #Boston.. Welcome to Boston #Megabus by mafely #boston #livetweet https://t.co/1QYwedK2Wt",FALSE,0,NA,"2016-04-24 20:34:00",FALSE,NA,724335729040612992,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","visitbostonapp",1,TRUE,FALSE,NA,NA,"04/24/16","20:34"
"559",559,"@carlygee yeah i was thinkin that - you were on megabus so you were a few blocks away",FALSE,0,"carlygee","2016-04-24 20:34:00",FALSE,7.24e+17,724335688087416064,22317296,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ultimatehungry",0,FALSE,FALSE,NA,NA,"04/24/16","20:34"
"560",560,"The megabus driver just pulled the bus over on the side of the mountain and it started rolling backwards. https://t.co/O9v7QwhdNQ",FALSE,4,NA,"2016-04-24 20:33:00",FALSE,NA,724335362890412032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Drayuhh",0,FALSE,FALSE,NA,NA,"04/24/16","20:33"
"561",561,"RT @LouisXXIV: @AdoreMarcyyy_ @haliiii_ I'm getting on the megabus rn you can me at the station on some rs",FALSE,0,NA,"2016-04-24 20:33:00",FALSE,NA,724335360164032000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdoreMarcyyy_",1,TRUE,FALSE,NA,NA,"04/24/16","20:33"
"562",562,"@OgaWavy @Khaylaaa_ I do nigga lmao this my last week before finals but aye get me a Megabus ticket",FALSE,0,"OgaWavy","2016-04-24 20:31:00",FALSE,7.24e+17,724334985671367936,705693152,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yeahh_ItsSammm",0,FALSE,FALSE,NA,NA,"04/24/16","20:31"
"563",563,"@rnrkd this happened on the Megabus too",FALSE,0,"rnrkd","2016-04-24 20:28:00",FALSE,7.24e+17,724334095455665920,501132178,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","ourcityburning",0,FALSE,FALSE,NA,NA,"04/24/16","20:28"
"564",564,"@megabus take the train. Mega bus is unprofessional.",FALSE,0,"megabus","2016-04-24 20:21:00",FALSE,NA,724332502760856960,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viviabbott",0,FALSE,FALSE,NA,NA,"04/24/16","20:21"
"565",565,"congratulations megabus for draining all the life and joy out of me ’Ê_’±è’Ê_’±è",FALSE,0,NA,"2016-04-24 20:20:00",FALSE,NA,724332202499124992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlmoRenna",0,FALSE,FALSE,NA,NA,"04/24/16","20:20"
"566",566,"@AdoreMarcyyy_ @haliiii_ I'm getting on the megabus rn you can me at the station on some rs",FALSE,2,"AdoreMarcyyy_","2016-04-24 20:19:00",FALSE,7.24e+17,724332020390727040,985620169,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LouisXXIV",1,FALSE,FALSE,NA,NA,"04/24/16","20:19"
"567",567,"@TaoofStieb he's booked on Megabus.  $39.99 to Buffalo plus free wifi.",FALSE,0,"TaoofStieb","2016-04-24 20:16:00",FALSE,7.24e+17,724331303366172032,20785838,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stahir359",0,FALSE,FALSE,NA,NA,"04/24/16","20:16"
"568",568,"My top 20 Coach log for April 16
#oxfordtube 263 #megabus 256 #addisonlee 226 #eurolines 222 #A6 213 #oxfordexpress 205 #594 145",FALSE,1,NA,"2016-04-24 20:13:00",FALSE,NA,724330437569552000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoachesBuses",0,FALSE,FALSE,NA,NA,"04/24/16","20:13"
"569",569,"RT @arborday: Thanks to our partners at @megabus for committing to plant 10,000 trees to celebrate 10 yrs! https://t.co/YLXYauk8uL https://‰Û_",FALSE,0,NA,"2016-04-24 20:13:00",FALSE,NA,724330417042676992,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rojospinmyhead",8,TRUE,FALSE,NA,NA,"04/24/16","20:13"
"570",570,"RT @anamercury_: i made it back to NY, shout out to @megabus for not sucking! (i took chinatown bus last time) i WILL be on cam earlier ton‰Û_",FALSE,0,NA,"2016-04-24 20:11:00",FALSE,NA,724329857711116032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BobFranklin13",1,TRUE,FALSE,NA,NA,"04/24/16","20:11"
"571",571,"@megabus traveling from Baltimore to NY. Bus ride from HELL! Never again. Unprofessional and dubious. Shame on you",FALSE,0,"megabus","2016-04-24 20:10:00",FALSE,NA,724329800085699968,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viviabbott",0,FALSE,FALSE,NA,NA,"04/24/16","20:10"
"572",572,"i made it back to NY, shout out to @megabus for not sucking! (i took chinatown bus last time) i WILL be on cam earlier tonight!",FALSE,7,NA,"2016-04-24 20:10:00",FALSE,NA,724329724466596992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anamercury_",1,FALSE,FALSE,NA,NA,"04/24/16","20:10"
"573",573,"That #buslife #megabus https://t.co/4VPkcHGJug",FALSE,0,NA,"2016-04-24 20:08:00",FALSE,NA,724329166041153024,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Rainor_jr",0,FALSE,FALSE,NA,NA,"04/24/16","20:08"
"574",574,"@Delta @AmericanAir @united could you have one of your operations ppl sit down with @megabus to discuss how to not tick off customers...",FALSE,0,"Delta","2016-04-24 20:07:00",FALSE,NA,724329012500257920,5920532,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","timspapertrail",0,FALSE,FALSE,NA,NA,"04/24/16","20:07"
"575",575,"Not a single damn amenity on this megabus and I'm about to go nuclear.",FALSE,0,NA,"2016-04-24 20:06:00",FALSE,NA,724328789703044992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CurtThaHurt",0,FALSE,FALSE,NA,NA,"04/24/16","20:06"
"576",576,"RT @Fairley97: As if Harvey isn't coming out cos he has to get a megabus tomorrow night... Shambolic",FALSE,0,NA,"2016-04-24 20:05:00",FALSE,NA,724328539785441024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wreka28",1,TRUE,FALSE,NA,NA,"04/24/16","20:05"
"577",577,"As if Harvey isn't coming out cos he has to get a megabus tomorrow night... Shambolic",FALSE,6,NA,"2016-04-24 20:05:00",FALSE,NA,724328482956795008,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fairley97",1,FALSE,FALSE,NA,NA,"04/24/16","20:05"
"578",578,"K but if Joe is announced for Sitc, I am hopping on a megabus",FALSE,1,NA,"2016-04-24 20:04:00",FALSE,NA,724328248126110976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thatcher_lukey",0,FALSE,FALSE,NA,NA,"04/24/16","20:04"
"579",579,"Arrr how are you suppost to tAke care of a megabus.",FALSE,0,NA,"2016-04-24 20:04:00",FALSE,NA,724328109886065920,NA,"<a href=""http://www.fuckyou.com"" rel=""nofollow"">wing king</a>","frankyyybabyyy",0,FALSE,FALSE,NA,NA,"04/24/16","20:04"
"580",580,"@megabus just did!",FALSE,0,"megabus","2016-04-24 19:57:00",FALSE,7.24e+17,724326342360207104,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","turntupjd",0,FALSE,FALSE,NA,NA,"04/24/16","19:57"
"581",581,"@turntupjd Hello, can you please follow and DM us for further assistance.",FALSE,0,"turntupjd","2016-04-24 19:56:00",FALSE,7.24e+17,724326149753580928,948632348,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/24/16","19:56"
"582",582,"@diversario @willmanduffy one time a double decker megabus did exactly that and didn't hit clearance on an overpass. 8 dead.",FALSE,0,"diversario","2016-04-24 19:56:00",FALSE,7.24e+17,724326113531584000,365660331,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mostlyoriginal",0,FALSE,FALSE,NA,NA,"04/24/16","19:56"
"583",583,"RT @Martin1Williams: Ive discovered a cure for my fear of flying. 23 hours on a Megabus coach",FALSE,0,NA,"2016-04-24 19:55:00",FALSE,NA,724325898317627008,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","johnnymchale",8,TRUE,FALSE,NA,NA,"04/24/16","19:55"
"584",584,"@LSDXOXO_ lordt this megabus wifi cant handle!!!",FALSE,1,"LSDXOXO_","2016-04-24 19:50:00",FALSE,7.24e+17,724324732032704000,1358005760,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","c_SCRAAATCH",0,FALSE,FALSE,NA,NA,"04/24/16","19:50"
"585",585,"is working wifi on a megabus a good omen",FALSE,4,NA,"2016-04-24 19:50:00",FALSE,NA,724324691129863936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carlygee",0,FALSE,FALSE,NA,NA,"04/24/16","19:50"
"586",586,"my megabus is lost in the hudson valley and i live here now https://t.co/8r1eETFJlN",FALSE,3,NA,"2016-04-24 19:49:00",FALSE,NA,724324358852907008,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","willmanduffy",0,FALSE,FALSE,NA,NA,"04/24/16","19:49"
"587",587,"I'm at Megabus - Boston to New York in Boston, MA https://t.co/0lEcmvdBvP",FALSE,0,NA,"2016-04-24 19:41:00",FALSE,NA,724322457746856960,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","frenchie1108",0,FALSE,FALSE,NA,NA,"04/24/16","19:41"
"588",588,"Having the time of my life on the Megabus with a daytime drinking hangover. Already missing @Marc_Geoffrey. https://t.co/VyUNnLRUki",FALSE,8,NA,"2016-04-24 19:36:00",FALSE,NA,724321223744851072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lukebbz",0,FALSE,FALSE,NA,NA,"04/24/16","19:36"
"589",589,"@megabus also feel free to wire over that refund as soon as u can. Reservation # is 6/7-3721-042416-M22R-1140-NEW-BOS",FALSE,0,"turntupjd","2016-04-24 19:35:00",FALSE,7.24e+17,724320823020915968,948632348,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","turntupjd",0,FALSE,FALSE,NA,NA,"04/24/16","19:35"
"590",590,".@megabus we are stuck on the side of the road in rural New York because your driver took several wrong turns. Send help?",FALSE,5,NA,"2016-04-24 19:27:00",FALSE,NA,724318945109372032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","turntupjd",0,FALSE,FALSE,NA,NA,"04/24/16","19:27"
"591",591,"RT @Martin1Williams: Ive discovered a cure for my fear of flying. 23 hours on a Megabus coach",FALSE,0,NA,"2016-04-24 19:27:00",FALSE,NA,724318819565636992,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","marcohilo",8,TRUE,FALSE,NA,NA,"04/24/16","19:27"
"592",592,"i have no more high speed data. the wifi on this megabus is shit. the beyonce album wont load for me. im almost in nyc without aleks. why",FALSE,1,NA,"2016-04-24 19:25:00",FALSE,NA,724318274264129024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","runchranda",0,FALSE,FALSE,NA,NA,"04/24/16","19:25"
"593",593,"Live tweeting from the nightmare that is a stagnant highway @megabus &amp; all I can say is thank gawd 4 @Snapchat filters &amp; @Beyonce ’Ê_’_Ü’Ê_’_Ü’Ê_’_Ü’Ê_’_Ü’Ê_’_Ü",FALSE,0,NA,"2016-04-24 19:19:00",FALSE,NA,724316853212987008,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kelsnov",0,FALSE,FALSE,NA,NA,"04/24/16","19:19"
"594",594,"@ICanPlaySax @megabus somewhat therapeutic when someone else is driving",FALSE,0,"ICanPlaySax","2016-04-24 19:18:00",FALSE,7.24e+17,724316622144544000,427668337,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LiamAllison93",0,FALSE,FALSE,NA,NA,"04/24/16","19:18"
"595",595,"@LiamAllison93 @megabus Just wait till they go to every stop going before Buchanan ’Ê_’±ç’Ê_’ÀÈ",FALSE,0,"LiamAllison93","2016-04-24 19:10:00",FALSE,7.24e+17,724314714772241920,873373034,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ICanPlaySax",0,FALSE,FALSE,NA,NA,"04/24/16","19:10"
"596",596,"RT @LiamAllison93: On the bus to Glasgow and someone's just opened a tikka sandwich and it's filling the bus. Raging, first bad experience‰Û_",FALSE,0,NA,"2016-04-24 19:10:00",FALSE,NA,724314526900952960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ICanPlaySax",1,TRUE,FALSE,NA,NA,"04/24/16","19:10"
"597",597,"On the bus to Glasgow and someone's just opened a tikka sandwich and it's filling the bus. Raging, first bad experience on a @megabus",FALSE,1,NA,"2016-04-24 19:07:00",FALSE,NA,724313728364231936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LiamAllison93",1,FALSE,FALSE,NA,NA,"04/24/16","19:07"
"598",598,"@megabus a 12:10-4:45 bus should never turn into a 12:40-8:00 (if we're lucky) bus, especially at $33 a seat. Continuously disappointed",FALSE,0,"megabus","2016-04-24 19:00:00",FALSE,NA,724312011295865856,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CBMK151",0,FALSE,FALSE,NA,NA,"04/24/16","19:00"
"599",599,"RT @Martin1Williams: Ive discovered a cure for my fear of flying. 23 hours on a Megabus coach",FALSE,0,NA,"2016-04-24 18:58:00",FALSE,NA,724311474877939072,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesgleave1",8,TRUE,FALSE,NA,NA,"04/24/16","18:58"
"600",600,"@MattAbbottPoet seems  to happen a lot. Megabus on fire in Twitter the other week. How was the gig?",FALSE,0,"MattAbbottPoet","2016-04-24 18:56:00",FALSE,7.24e+17,724311097818398080,17711233,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iëÙS</a>","leehal",0,FALSE,FALSE,NA,NA,"04/24/16","18:56"
"601",601,"I caught a 14 hour megabus ride to Toronto and all I can say is never again mo",FALSE,0,NA,"2016-04-24 18:54:00",FALSE,NA,724310633903214080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thefreejacob",0,FALSE,FALSE,NA,NA,"04/24/16","18:54"
"602",602,"I think the trip to hell is probably on a Megabus",FALSE,2,NA,"2016-04-24 18:54:00",FALSE,NA,724310555591319040,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenGoodman",0,FALSE,FALSE,NA,NA,"04/24/16","18:54"
"603",603,"RT @Martin1Williams: Ive discovered a cure for my fear of flying. 23 hours on a Megabus coach",FALSE,0,NA,"2016-04-24 18:52:00",FALSE,NA,724310182222814976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","janicemorphet",8,TRUE,FALSE,NA,NA,"04/24/16","18:52"
"604",604,"RT @YouPorn: Dude Arrested For Jerking It For 3 Hours Straight During Bus Trip https://t.co/H84e5mp2Tg (via @peeperz) https://t.co/xN352beh‰Û_",FALSE,0,NA,"2016-04-24 18:51:00",FALSE,NA,724309697319329024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pariiiLad",8,TRUE,FALSE,NA,NA,"04/24/16","18:51"
"605",605,"This megabus doesn't have plugs and I'm outraged :(",FALSE,0,NA,"2016-04-24 18:47:00",FALSE,NA,724308746097299072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Saf3tyPin",0,FALSE,FALSE,NA,NA,"04/24/16","18:47"
"606",606,"RT @YouPorn: Dude Arrested For Jerking It For 3 Hours Straight During Bus Trip https://t.co/H84e5mp2Tg (via @peeperz) https://t.co/xN352beh‰Û_",FALSE,0,NA,"2016-04-24 18:45:00",FALSE,NA,724308201731025920,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","ElRish07",8,TRUE,FALSE,NA,NA,"04/24/16","18:45"
"607",607,"Ive discovered a cure for my fear of flying. 23 hours on a Megabus coach",FALSE,25,NA,"2016-04-24 18:44:00",FALSE,NA,724308128951623040,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Martin1Williams",8,FALSE,FALSE,NA,NA,"04/24/16","18:44"
"608",608,"RT @YouPorn: Dude Arrested For Jerking It For 3 Hours Straight During Bus Trip https://t.co/H84e5mp2Tg (via @peeperz) https://t.co/xN352beh‰Û_",FALSE,0,NA,"2016-04-24 18:44:00",FALSE,NA,724307937016065920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SexxxiXena",8,TRUE,FALSE,NA,NA,"04/24/16","18:44"
"609",609,"@Slockhart8 or megabus against the current.",FALSE,0,"Slockhart8","2016-04-24 18:30:00",FALSE,7.24e+17,724304590372528000,1153603279,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GregMurray7",0,FALSE,FALSE,NA,NA,"04/24/16","18:30"
"610",610,"They have MegaBus in America? https://t.co/F4LS2kY6AE",FALSE,0,NA,"2016-04-24 18:28:00",FALSE,NA,724304033004019072,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IronRodStroker",0,FALSE,FALSE,NA,NA,"04/24/16","18:28"
"611",611,"@Megann2506 booked 6 of us on the 10pm megabus back &amp; å£34 all in. #M34tightbastardreds",FALSE,1,"Megann2506","2016-04-24 18:27:00",FALSE,7.24e+17,724303798756335104,41101261,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mattmufc99",0,FALSE,FALSE,NA,NA,"04/24/16","18:27"
"612",612,"@hermitmoney is a true homie and dropped me off at my megabus today ‰ÏÎ’Ê_’ÀÈ",FALSE,2,"hermitmoney","2016-04-24 18:25:00",FALSE,NA,724303305657060992,130737935,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","briannamhunt",0,FALSE,FALSE,NA,NA,"04/24/16","18:25"
"613",613,"I'M GOING I figure Sp*r*t can't be any worse than that Megabus I took last summer. pray for me anyway tho!!!",FALSE,4,"spinsterwolf","2016-04-24 18:24:00",FALSE,7.24e+17,724303111884406016,2333364306,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","spinsterwolf",0,FALSE,FALSE,NA,NA,"04/24/16","18:24"
"614",614,"@megabus and your wifi is too slow",FALSE,0,"megabus","2016-04-24 18:21:00",FALSE,NA,724302318200601856,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catladybecrazy",0,FALSE,FALSE,NA,NA,"04/24/16","18:21"
